"","TPL_names","company_name_checked_tog","webpage_check_tog","n.company","n.webpage_check","PIC.id_tog","province_tog","city_tog","n.province","n.city","seed_1","adult_1","vegetative_1","seed_0","adult_0","vegetative_0","seed_max","adult_max","vegetative_max","hard_zone_min_suitable_1","hard_zone_min_suitable_0","hard_zone_min_suitable_na","mean.height","Standardized_names","id_checklist","TPL_Group","Family","TPL_Family","TPL_New.Genus","TPL_New.Hybrid.marker","TPL_New.Species","TPL_New.Infraspecific.rank","TPL_New.Infraspecific","TPL_New.Authority","TPL_New.ID","TPL_New.Taxonomic.status","TPL_Date","tip.label","tip.order","match.type","naturalized_status_bs_yan_etal_2019","naturalized_status_before2022","Height_max_tog","Height_max_max","Height_max_data_source_tog","Epiphyte_max","Climber_max","Parasite_max","Aquatic_max","Free_standing_Woody","Short_lived_Herb","Long_lived_Herb","Life_form_new","LF_data_source","wcup_eco_use_AF","wcup_eco_use_EU","wcup_eco_use_FU","wcup_eco_use_GS","wcup_eco_use_HF","wcup_eco_use_IF","wcup_eco_use_MA","wcup_eco_use_ME","wcup_eco_use_PO","wcup_eco_use_SU","wcup_eco_use_num","hard_zone_min_mx","hard_zone_max_mx","Invasion2014_status","X2018invasion_status","Invasion2018_status","naturalized_status","prov_sum_EN","prov_sum_CHN","bg_num","chklst_prov_num","new_sum.L3.code","residence_time_to_2020","hab_suit_prop_max","prop_type"
"477","Haworthia cooperi var. truncata","费县斯诺昂鲜花销售店; 广州市景邦园林景观工程有限公司; 景朗（上海）园林景观工程有限公司; 景之华园林源头厂家; 龙海市榜山小山林花卉园艺场; 龙海市九湖宏叶园艺场; 龙海市九湖巧玲园艺场; 龙海市九湖特尔花卉场; 龙海市九湖小萌园艺场; 龙海市颜厝松宇园艺场; 上海贵仁商贸有限公司; 上海天羽园林绿化有限公司; 上海小全园艺有限公司; 深圳市龙华区观澜蓝天花卉商行; 沭阳和泰花木园艺场; 沭阳同林苗木场; 沭阳县新河镇小莫花卉苗木场; 沭阳县新河镇欣茂苗木园艺场; 沭阳县扎下镇萱咿草苗木场; 沭阳轩洋园林有限公司; 宿迁国宏园林绿化工程源头厂家; 宿迁花阿婆电子商务有限公司; 魏信娥; 永志花木源头厂家; 漳浦县深土镇绿茵百货店","https://sinuoang.1688.com; https://jbylin.1688.com; https://jinglangyuanyi.1688.com; https://shop73807h299bb82.1688.com; https://xiaoshanlin888.1688.com; https://shop8tv36869735n2.1688.com; https://shop1451926371973.1688.com; https://teerflower.1688.com; https://shoplhjhxmyyc.1688.com; https://shop1435856187166.1688.com; https://shop425m557dn0640.1688.com; https://shhtianyu.1688.com; https://shxiaoquanyuanyi.1688.com; https://shop4972151822284.1688.com; https://shop77777.1688.com; https://shop1395075635677.1688.com; https://shop1460625253881.1688.com; https://shopxinmao.1688.com; https://shop1437757136321.1688.com; https://shop5679212c66k56.1688.com; https://shop8639x60578172.1688.com; https://shop7135592520588.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com; https://cngreen289.1688.com",25,25,"pic6692; pic6693; pic6694; pic6695; pic6696; pic6697; pic6698; pic6699; pic6700; pic6701; pic6702; pic6703; pic6704; pic6705; pic6706; pic6707; pic6708; pic6709; pic6710; pic6711; pic6712; pic6713; pic6714; pic6715; pic6716","山东; 广东; 上海; 江苏; 福建","临沂市; 广州市; 上海市; 宿迁市; 漳州市; 无锡市; 梅州市",5,7,1,24,0,24,1,25,1,1,0,9,16,0,4.2,"Haworthia cooperi var. truncata","Species_5880","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"cooperi","var.","truncata","(H.Jacobsen) M.B.Bayer","kew-277081","Accepted","2019/03/24 00:00:00","Haworthia_cooperi_var._truncata",8849,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,4,4,1,NA,NA,3
"478","Haworthia cooperi var. venusta","龙海市九湖俊鹏花卉经营部; 龙海市九湖巧玲园艺场; 闽卉（福建）园艺有限公司; 屏南县惠荣农业科技有限公司; 魏信娥; 永志花木源头厂家; 漳浦县深土镇绿茵百货店","https://shop1465750961001.1688.com; https://shop1451926371973.1688.com; https://minhuiyuanyi.1688.com; https://pnhrny.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com; https://cngreen289.1688.com",7,7,"pic6717; pic6718; pic6719; pic6720; pic6721; pic6722; pic6723","福建; 广东; 江苏","漳州市; 宁德市; 三明市; 梅州市; 宿迁市",3,5,0,7,0,7,0,7,0,1,0,3,4,0,4.2,"Haworthia cooperi var. venusta","Species_5881","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"cooperi","var.","venusta","(C.L.Scott) M.B.Bayer","kew-277082","Accepted","2019/03/24 00:00:00","Haworthia_cooperi_var._venusta",8850,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,3,1,NA,NA,3
"479","Haworthia emelyae","龙海市九湖俊鹏花卉经营部; 屏南县惠荣农业科技有限公司; 魏信娥; 漳浦县深土镇绿茵百货店","https://shop1465750961001.1688.com; https://pnhrny.1688.com; https://shop5h71y35508h26.1688.com; https://cngreen289.1688.com",4,4,"pic6724; pic6725; pic6726; pic6727","福建; 广东","漳州市; 三明市; 梅州市",2,3,0,4,0,4,0,4,0,1,0,4,0,0,2.66666666666667,"Haworthia emelyae","Species_5895","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"emelyae",NA,NA,"Poelln.","kew-277129","Accepted","2019/03/24 00:00:00","Haworthia_emelyae",11156,"directly matched","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,11,0,NA,0,0,NA,NA,2,3,1,NA,NA,3
"480","Haworthia emelyae var. comptoniana","广州市景邦园林景观工程有限公司; 龙海市嘉龙园艺有限公司; 龙海市九湖俊鹏花卉经营部; 龙海市九湖特尔花卉场; 沭阳县锦淇花木园艺场; 魏信娥; 漳浦县深土镇绿茵百货店","https://jbylin.1688.com; https://jialongyy.1688.com; https://shop1465750961001.1688.com; https://teerflower.1688.com; https://shop1401124048031.1688.com; https://shop5h71y35508h26.1688.com; https://cngreen289.1688.com",7,7,"pic6728; pic6729; pic6730; pic6731; pic6732; pic6733; pic6734","广东; 福建; 江苏","广州市; 漳州市; 宿迁市; 梅州市",3,4,0,7,0,7,0,7,0,1,0,5,2,0,6.33333333333333,"Haworthia emelyae var. comptoniana","Species_5896","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"emelyae","var.","comptoniana","(G.G.Sm.) J.D.Venter & S.A.Hammer","kew-277130","Accepted","2019/03/24 00:00:00","Haworthia_emelyae_var._comptoniana",11179,"directly matched","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,6,7,1,NA,NA,3
"481","Haworthia emelyae var. major","漳浦县深土镇绿茵百货店","https://cngreen289.1688.com",1,1,"pic6735","福建","漳州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,3,"Haworthia emelyae var. major","Species_5897","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"emelyae","var.","major","(G.G.Sm.) M.B.Bayer","kew-277131","Accepted","2019/03/24 00:00:00","Haworthia_emelyae_var._major",8861,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,3,1,NA,NA,3
"482","Haworthia fasciata","广州市峰阁园艺有限公司; 龙海市榜山小山林花卉园艺场; 沭阳县品卉苗木园艺场","https://crazy1459.1688.com; https://xiaoshanlin888.1688.com; https://xiaochenmiaomu.1688.com",3,3,"pic6736; pic6737; pic6738","广东; 福建; 江苏","广州市; 漳州市; 宿迁市",3,3,0,3,0,3,0,3,0,1,0,2,1,0,10.3333333333333,"Haworthia fasciata","Species_5899","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"fasciata",NA,NA,"(Willd.) Haw.","kew-277139","Accepted","2019/03/24 00:00:00","Haworthia_fasciata",11170,"matched after tpl standardization of phylogeny","not_naturalized",0,"0.15",0.15,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,9,11,0,NA,0,0,NA,NA,15,13,NA,70,NA,3
"483","Haworthia gracilis var. isabellae","费县斯诺昂鲜花销售店; 上海天羽园林绿化有限公司; 上海小全园艺有限公司; 沭阳县庙头镇福盈瑞绿化苗木场; 姚安县花景天园艺源头厂家; 永志花木源头厂家","https://sinuoang.1688.com; https://shhtianyu.1688.com; https://shxiaoquanyuanyi.1688.com; https://shop1491498647250.1688.com; https://shop1464075516846.1688.com; https://shop1398185967906.1688.com",6,6,"pic6739; pic6740; pic6741; pic6742; pic6743; pic6744","山东; 上海; 江苏; 云南","临沂市; 上海市; 无锡市; 宿迁市; 昆明市",4,5,0,6,0,6,0,6,0,1,0,0,6,0,5.25,"Haworthia gracilis var. isabellae","Species_5877; Species_5907","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"gracilis","var.","isabellae","(Poelln.) M.B.Bayer","kew-277164","Accepted","2019/03/24 00:00:00","Haworthia_gracilis_var._isabellae",8866,"species added to genus root","not_naturalized",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,1,1,1,NA,NA,3
"484","Haworthia heidelbergensis var. minor","龙海市榜山小山林花卉园艺场; 龙海市嘉龙园艺有限公司; 龙海市九湖宏叶园艺场; 龙海市九湖俊鹏花卉经营部; 龙海市九湖巧玲园艺场; 龙海市九湖特尔花卉场; 龙海市九湖永泰花果经营部; 龙海市颜厝松宇园艺场; 沭阳县新河镇昌汇园林苗木场; 魏信娥; 永志花木源头厂家; 漳浦县深土镇绿茵百货店","https://xiaoshanlin888.1688.com; https://jialongyy.1688.com; https://shop8tv36869735n2.1688.com; https://shop1465750961001.1688.com; https://shop1451926371973.1688.com; https://teerflower.1688.com; https://shop56237973avu94.1688.com; https://shop1435856187166.1688.com; https://shop1433004868405.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com; https://cngreen289.1688.com",12,12,"pic6745; pic6746; pic6747; pic6748; pic6749; pic6750; pic6751; pic6752; pic6753; pic6754; pic6755; pic6756","福建; 江苏; 广东","漳州市; 宿迁市; 梅州市",3,3,0,12,0,12,0,12,0,1,0,9,3,0,4.44444444444444,"Haworthia heidelbergensis var. minor","Species_5912","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"heidelbergensis","var.","minor","M.B.Bayer","kew-277182","Accepted","2019/03/24 00:00:00","Haworthia_heidelbergensis_var._minor",8870,"species added to genus root","not_naturalized",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,0,0,NA,NA,NA,3
"485","Haworthia limifolia","广州市峰阁园艺有限公司; 龙海市榜山小山林花卉园艺场; 龙海市九湖俊鹏花卉经营部; 龙海市九湖诗涵园艺场; 龙海市九湖特尔花卉场; 龙海市颜厝松宇园艺场; 上海天羽园林绿化有限公司; 沭阳博奇花木园艺场; 沭阳和泰花木园艺场; 沭阳县茂润绿化苗木场; 魏信娥; 漳浦县深土镇绿茵百货店","https://crazy1459.1688.com; https://xiaoshanlin888.1688.com; https://shop1465750961001.1688.com; https://shop084w3u9035121.1688.com; https://teerflower.1688.com; https://shop1435856187166.1688.com; https://shhtianyu.1688.com; https://shop1385053043758.1688.com; https://shop77777.1688.com; https://symaorun.1688.com; https://shop5h71y35508h26.1688.com; https://cngreen289.1688.com",12,12,"pic6757; pic6758; pic6759; pic6760; pic6761; pic6762; pic6763; pic6764; pic6765; pic6766; pic6767; pic6768","广东; 福建; 上海; 江苏","广州市; 漳州市; 上海市; 宿迁市; 梅州市",4,5,0,12,0,12,0,12,0,1,0,8,4,0,5.9,"Haworthia limifolia","Species_5923","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"limifolia",NA,NA,"Marloth","kew-277224","Accepted","2019/03/24 00:00:00","Haworthia_limifolia",8878,"species added to genus root","not_naturalized",0,"0.15; 0.3",0.3,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,0,0,0,0,0,0,1,0,0,1,9,11,0,NA,0,0,NA,NA,12,10,NA,NA,NA,3
"486","Haworthia magnifica var. splendens","龙海市九湖俊鹏花卉经营部; 漳浦县深土镇绿茵百货店","https://shop1465750961001.1688.com; https://cngreen289.1688.com",2,2,"pic6769; pic6770","福建","漳州市",1,1,0,2,0,2,0,2,0,1,0,2,0,0,3.5,"Haworthia magnifica var. splendens","Species_5936","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"magnifica","var.","splendens","J.D.Venter & S.A.Hammer","kew-277247","Accepted","2019/03/24 00:00:00","Haworthia_magnifica_var._splendens",8888,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,2,1,NA,NA,3
"487","Haworthia marginata","魏信娥","https://shop5h71y35508h26.1688.com",1,1,"pic6771","广东","梅州市",1,1,0,1,0,1,0,1,0,1,0,0,1,0,10,"Haworthia marginata","Species_5942","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"marginata",NA,NA,"(Lam.) Stearn","kew-277258","Accepted","2019/03/24 00:00:00","Haworthia_marginata",10955,"directly matched","not_naturalized",0,"0.15; 0.3",0.3,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,3,NA,NA,NA,3
"488","Haworthia mutica var. nigra","龙海市九湖俊鹏花卉经营部; 龙海市九湖巧玲园艺场; 龙海市九湖特尔花卉场; 漳浦县深土镇绿茵百货店","https://shop1465750961001.1688.com; https://shop1451926371973.1688.com; https://teerflower.1688.com; https://cngreen289.1688.com",4,4,"pic6772; pic6773; pic6774; pic6775","福建","漳州市",1,1,0,4,0,4,0,4,0,1,0,4,0,0,2.75,"Haworthia mutica var. nigra","Species_5966","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"mutica","var.","nigra","M.B.Bayer","kew-277306","Accepted","2019/03/24 00:00:00","Haworthia_mutica_var._nigra",8901,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,0,0,NA,NA,NA,3
"489","Haworthia pygmaea","广州市景邦园林景观工程有限公司; 龙海市九湖俊鹏花卉经营部; 龙海市九湖巧玲园艺场; 魏信娥; 永志花木源头厂家; 漳浦县深土镇绿茵百货店","https://jbylin.1688.com; https://shop1465750961001.1688.com; https://shop1451926371973.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com; https://cngreen289.1688.com",6,6,"pic6776; pic6777; pic6778; pic6779; pic6780; pic6781","广东; 福建; 江苏","广州市; 漳州市; 梅州市; 宿迁市",3,4,0,6,0,6,0,6,0,1,0,4,2,0,4.5,"Haworthia pygmaea","Species_5980","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"pygmaea",NA,NA,"Poelln.","kew-277362","Accepted","2019/03/24 00:00:00","Haworthia_pygmaea",11138,"directly matched","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,3,1,NA,NA,3
"490","Haworthia pygmaea var. argenteomaculosa","地缘（厦门）生物科技有限公司; 龙海市九湖俊鹏花卉经营部; 漳浦县深土镇绿茵百货店","https://dyswfj.1688.com; https://shop1465750961001.1688.com; https://cngreen289.1688.com",3,3,"pic6782; pic6783; pic6784","福建","厦门市; 漳州市",1,2,0,3,0,3,0,3,0,1,0,3,0,0,3.5,"Haworthia pygmaea var. argenteomaculosa","Species_5981; Species_6003","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"pygmaea","var.","argenteomaculosa","(G.G.Sm.) M.B.Bayer","kew-277363","Accepted","2019/03/24 00:00:00","Haworthia_pygmaea_var._argenteomaculosa",8906,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,2,1,NA,NA,3
"491","Haworthia reinwardtii","景之华园林源头厂家; 龙海市九湖特尔花卉场; 龙海市颜厝承翰园艺场; 龙海市颜厝松宇园艺场; 上海天羽园林绿化有限公司; 沭阳县新河镇昌汇园林苗木场; 沭阳轩洋园林有限公司; 宿迁国宏园林绿化工程源头厂家; 漳州绿容花卉有限公司","https://shop73807h299bb82.1688.com; https://teerflower.1688.com; https://lhchyyc.1688.com; https://shop1435856187166.1688.com; https://shhtianyu.1688.com; https://shop1433004868405.1688.com; https://shop5679212c66k56.1688.com; https://shop8639x60578172.1688.com; https://llrcms.1688.com",9,9,"pic6785; pic6786; pic6787; pic6788; pic6789; pic6790; pic6791; pic6792; pic6793","江苏; 福建; 上海","宿迁市; 漳州市; 上海市",3,3,0,9,0,9,0,9,0,1,0,4,5,0,3.22222222222222,"Haworthia reinwardtii","Species_5982","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"reinwardtii",NA,NA,"(Salm-Dyck) Haw.","kew-277370","Accepted","2019/03/24 00:00:00","Haworthia_reinwardtii",8907,"species added to genus root","not_naturalized",0,"0.3",0.3,"DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,11,0,NA,0,0,NA,NA,9,9,NA,9,NA,3
"492","Haworthia truncata","地缘（厦门）生物科技有限公司; 龙海市九湖宏叶园艺场; 龙海市九湖俊鹏花卉经营部; 龙海市九湖特尔花卉场; 龙海市颜厝承翰园艺场; 龙海市颜厝松宇园艺场; 闽卉（福建）园艺有限公司; 屏南县惠荣农业科技有限公司; 上海贵仁商贸有限公司; 上海天羽园林绿化有限公司; 上海小全园艺有限公司; 沭阳景佳园艺有限公司; 沭阳县颜集镇鼎仁园林绿化苗木场; 宿迁花阿婆电子商务有限公司; 魏信娥; 永志花木源头厂家","https://dyswfj.1688.com; https://shop8tv36869735n2.1688.com; https://shop1465750961001.1688.com; https://teerflower.1688.com; https://lhchyyc.1688.com; https://shop1435856187166.1688.com; https://minhuiyuanyi.1688.com; https://pnhrny.1688.com; https://shop425m557dn0640.1688.com; https://shhtianyu.1688.com; https://shxiaoquanyuanyi.1688.com; https://353239238.1688.com; https://shop1429116696432.1688.com; https://shop7135592520588.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",16,16,"pic6794; pic6795; pic6796; pic6797; pic6798; pic6799; pic6800; pic6801; pic6802; pic6803; pic6804; pic6805; pic6806; pic6807; pic6808; pic6809","福建; 上海; 江苏; 广东","厦门市; 漳州市; 宁德市; 三明市; 上海市; 无锡市; 宿迁市; 梅州市",4,8,0,16,0,16,0,16,0,1,0,6,10,0,2.85833333333333,"Haworthia truncata","Species_6007","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"truncata",NA,NA,"Sch<U+00F6>nland","kew-277481","Accepted","2019/03/24 00:00:00","Haworthia_truncata",11142,"directly matched","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,8,8,1,NA,NA,3
"493","Haworthia venosa","龙海市九湖特尔花卉场; 上海天羽园林绿化有限公司; 永志花木源头厂家","https://teerflower.1688.com; https://shhtianyu.1688.com; https://shop1398185967906.1688.com",3,3,"pic6810; pic6811; pic6812","福建; 上海; 江苏","漳州市; 上海市; 宿迁市",3,3,0,3,0,3,0,3,0,1,0,1,2,0,3.33333333333333,"Haworthia venosa","Species_6014","Angiosperms","Xanthorrhoeaceae","Xanthorrhoeaceae","Haworthia",NA,"venosa",NA,NA,"(Lam.) Haw.","kew-277500","Accepted","2019/03/24 00:00:00","Haworthia_venosa",8926,"species added to genus root","not_naturalized",0,"0.15",0.15,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,4,NA,NA,NA,3
"494","Helenium autumnale","北京合嘉生态科技有限公司; 北京千年大地草业生态科技开发有限公司; 酒泉博卉农业有限公司; 酒泉市蓝翔园艺种苗有限责任公司; 临沂飞航园林绿化有限公司; 临沂花恋蝶园林绿化有限公司; 沭阳博奇花木园艺场; 沭阳县春旺隆园艺苗木场; 沭阳县弘善园林绿化工程有限公司; 沭阳县留金苗圃; 沭阳县苏沪花卉园艺场; 沭阳县潼阳镇柏宇花卉园艺场; 沭阳县秀之园花卉园艺场; 沭阳县扎下镇小鱼儿花卉园艺场; 沭阳县张圩乡荷塘月色花卉经营部; 宿迁绿之谦种业有限公司; 宿迁市阿里园林绿化工程有限公司","https://hejia01.1688.com; https://shop1395334856948.1688.com; https://bhny3366.1688.com; https://jqht001.1688.com; https://shop3220794j7j531.1688.com; https://shop91124ma4718h8.1688.com; https://shop1385053043758.1688.com; https://920888.1688.com; https://shop1438188714981.1688.com; https://liujinmiaopu.1688.com; https://shop1409071388489.1688.com; https://shop018851296558.1688.com; https://zhxiu66.1688.com; https://huahai.1688.com; https://caozhong.1688.com; https://lzqseed.1688.com; https://caohua.1688.com",17,17,"pic6813; pic6814; pic6815; pic6816; pic6817; pic6818; pic6819; pic6820; pic6821; pic6822; pic6823; pic6824; pic6825; pic6826; pic6827; pic6828; pic6829","北京; 甘肃; 山东; 江苏","北京市; 酒泉市; 临沂市; 宿迁市",4,4,17,0,0,0,17,17,1,0,0,17,0,0,NA,"Helenium autumnale","Species_28645","Angiosperms","Compositae","Compositae","Helenium",NA,"autumnale",NA,NA,"L.","gcc-85973","Accepted","2019/03/24 00:00:00","Helenium_autumnale",5423,"directly matched","naturalized",1,"1.5; 0.6; 0.9; 1.8",1.8,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,1,0,3,3,9,1,"being comfirmed",1,1,12,12,7,7,55,74,0.3141627,3
"495","Helichrysum italicum","青岛百草香芳香植物有限公司","https://sparki.1688.com",1,1,"pic6830","山东","青岛市",1,1,0,1,0,1,0,1,0,1,0,0,1,0,NA,"Helichrysum italicum","Species_28227","Angiosperms","Compositae","Compositae","Helichrysum",NA,"italicum",NA,NA,"(Roth) G.Don","gcc-34309","Accepted","2019/03/24 00:00:00","Helichrysum_italicum",5544,"directly matched","not_naturalized",0,"0.5; 0.45",0.5,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,0,0,0,1,0,1,1,0,0,3,8,11,0,NA,0,0,NA,NA,2,2,12,NA,0.02628614,3
"496","Heliconia metallica","沭阳县新河镇田心花卉苗木场; 中山市庭院管家园林绿化工程有限公司","https://txmmchang.1688.com; https://rizhuzhou.1688.com",2,2,"pic6831; pic6832","江苏; 广东","宿迁市; 中山市",2,2,0,2,0,2,0,2,0,1,0,NA,NA,2,110,"Heliconia metallica","Species_7583","Angiosperms","Heliconiaceae","Heliconiaceae","Heliconia",NA,"metallica",NA,NA,"Planch. & Linden ex Hook.","kew-248490","Accepted","2019/03/24 00:00:00","Heliconia_metallica",9039,"directly matched","not_naturalized",0,NA,NA,NA,0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,0,0,NA,NA,7,7,10,NA,0,NA
